User_ID,Influencer_Name,Week,Clicked,Visited_Landing,Downloaded_Offer,Purchased,Cart_Value_USD,Campaign_Name,Platform,Followers,Tier,Engagement_Rate,Cost,Conversions,ROI,Revenue,Impressions,Clicks,Fake_Follower_%,Brand_Safety_Rating,Safety_Bucket,Content_Match_Score,Posting_Frequency,Story_View_Rate_%,Would_Rehire,Sentiment_Score,AdCred_Score
U1912,Influencer_226,2,1,1,0,0,0.00,Campaign_7,YouTube,1827284,Mega,9.25,1212.06,89.00,2.24,2715.01,522510,49319,29.85,2,Low,0.78,34,61.32,1,0.16,0.64
U1912,Influencer_226,3,1,1,1,0,0.00,Campaign_7,YouTube,1827284,Mega,9.25,1212.06,89.00,2.24,2715.01,522510,49319,29.85,2,Low,0.78,34,61.32,1,0.16,0.64
U1913,Influencer_240,1,0,0,0,0,0.00,Campaign_14,TikTok,1824604,Mega,0.91,4352.47,180.00,1.85,8052.07,683591,24442,38.53,2,Low,0.86,13,18.2,1,-0.08,0.49
U1913,Influencer_240,2,0,0,0,0,0.00,Campaign_14,TikTok,1824604,Mega,0.91,4352.47,89.00,1.85,8052.07,683591,24442,38.53,2,Low,0.86,13,18.2,1,-0.08,0.49
U1913,Influencer_240,3,1,1,0,0,0.00,Campaign_14,TikTok,1824604,Mega,0.91,4352.47,180.00,1.85,8052.07,683591,24442,38.53,2,Low,0.86,13,18.2,1,-0.08,0.49
U1914,Influencer_18,1,1,1,0,0,0.00,Campaign_1,TikTok,1210960,Mega,5.47,1317.25,41.00,3.17,4175.68,2135105,197911,13.24,5,High,0.7,37,42.32,1,0.81,0.58
U1914,Influencer_18,2,1,0,0,0,0.00,Campaign_1,TikTok,1210960,Mega,3.25,1317.25,41.00,3.17,4175.68,2135105,197911,13.24,5,High,0.7,37,42.32,1,0.81,0.58
U1914,Influencer_18,3,1,0,0,0,0.00,Campaign_1,TikTok,1210960,Mega,3.25,1317.25,41.00,3.17,4175.68,2135105,197911,19.22,5,High,0.7,37,42.32,1,0.81,0.58
U1915,Influencer_85,1,1,0,0,0,0.00,Campaign_3,YouTube,1581884,Mega,3.86,3476.16,175.00,0.8,2780.93,2374643,43206,16.75,2,Low,0.66,54,55.53,0,-0.17,0.56
U1915,Influencer_85,2,0,0,0,0,0.00,Campaign_3,YouTube,1581884,Mega,3.86,3476.16,175.00,0.8,2780.93,2374643,43206,16.75,2,Low,0.66,54,55.53,0,-0.17,0.56
U1915,Influencer_85,3,1,1,0,0,0.00,Campaign_3,YouTube,1581884,Mega,3.86,3476.16,175.00,0.8,2780.93,2374643,43206,16.75,2,Low,0.66,54,55.53,0,-0.17,0.56
U1916,Influencer_125,1,1,1,1,0,0.00,Campaign_2,TikTok,192143,Mid-Tier,3.58,1402.68,148.00,3.77,5288.1,86799,4455,19.22,1,Low,0.76,16,29.55,1,0.64,0.59
U1916,Influencer_125,2,1,1,0,0,0.00,Campaign_2,TikTok,192143,Mid-Tier,5.47,1402.68,148.00,3.77,5288.1,86799,4455,26.16,1,Low,0.76,16,29.55,1,0.64,0.59
U1916,Influencer_125,3,0,0,0,0,0.00,Campaign_2,TikTok,192143,Mid-Tier,3.58,1402.68,148.00,3.77,5288.1,86799,4455,26.16,1,Low,0.76,16,29.55,1,0.64,0.59
U1917,Influencer_47,1,0,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,5.59,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U1917,Influencer_47,2,0,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,5.59,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U1917,Influencer_47,3,0,0,0,0,0.00,Campaign_2,YouTube,1143251,Mega,5.59,385.38,199.00,1.16,447.04,896106,67929,21.58,3,Medium,0.52,40,10.09,1,0.39,0.68
U1918,Influencer_12,1,0,0,0,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,19.22,2,Low,0.62,23,52.58,1,0.43,0.65
U1918,Influencer_12,2,1,1,0,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,29.33,2,Low,0.62,23,52.58,1,0.43,0.65
U1918,Influencer_12,3,1,0,0,0,0.00,Campaign_19,TikTok,1490749,Mega,9.40,3955.62,81.00,1.36,5379.64,2822904,94781,19.22,2,Low,0.62,23,52.58,1,0.43,0.65
U1919,Influencer_209,1,1,1,0,0,0.00,Campaign_20,YouTube,1458269,Mega,7.27,3045.67,157.00,0.72,2192.88,2736320,98844,20.54,3,Medium,0.84,17,45.75,0,0.74,0.76
U1919,Influencer_209,2,1,1,1,0,0.00,Campaign_20,YouTube,1458269,Mega,7.27,3045.67,157.00,0.72,2192.88,2736320,98844,20.54,3,Medium,0.84,17,45.75,0,0.74,0.76
U1919,Influencer_209,3,1,1,1,1,66.14,Campaign_20,YouTube,1458269,Mega,7.27,3045.67,157.00,0.72,2192.88,2736320,98844,20.54,3,Medium,0.84,17,45.75,0,0.74,0.76
U1920,Influencer_127,1,0,0,0,0,0.00,Campaign_7,Instagram,708384,Mega,6.35,4493.93,122.00,2.36,10605.67,474591,17161,17.2,3,Medium,0.91,20,15.18,1,-0.46,0.6
U1920,Influencer_127,2,0,0,0,0,0.00,Campaign_7,Instagram,708384,Mega,6.35,4493.93,122.00,2.36,10605.67,474591,17161,17.2,3,Medium,0.91,20,15.18,1,-0.46,0.6
U1920,Influencer_127,3,1,1,1,1,45.48,Campaign_7,Instagram,708384,Mega,6.35,4493.93,89.00,2.36,10605.67,474591,17161,17.2,3,Medium,0.91,20,15.18,1,-0.46,0.6
U1921,Influencer_7,1,1,1,1,1,29.72,Campaign_12,Instagram,1818297,Mega,9.93,2558.91,47.00,1.35,3454.53,2716790,175275,6.58,4,High,0.91,45,18.83,1,0.46,0.75
U1921,Influencer_7,2,1,1,1,1,22.12,Campaign_12,Instagram,1818297,Mega,5.11,2558.91,47.00,1.35,3454.53,2716790,175275,6.58,4,High,0.91,45,18.83,1,0.46,0.75
U1921,Influencer_7,3,1,1,1,0,0.00,Campaign_12,Instagram,1818297,Mega,5.11,2558.91,47.00,1.35,3454.53,2716790,175275,6.58,4,High,0.91,45,18.83,1,0.46,0.75
U1922,Influencer_222,1,1,1,0,0,0.00,Campaign_3,youtube,293832,Macro,4.71,4429.58,121.00,2.58,11428.32,541307,19487,26.49,4,High,0.91,18,32.82,1,0.5,0.66
U1922,Influencer_222,2,0,0,0,0,0.00,Campaign_3,YouTube,293832,Macro,4.71,4429.58,121.00,2.58,11428.32,541307,19487,26.49,4,High,0.91,18,32.82,1,0.5,0.66
U1922,Influencer_222,3,0,0,0,0,0.00,Campaign_3,YouTube,293832,Macro,4.71,4429.58,121.00,2.58,11428.32,541307,19487,26.49,4,High,0.91,18,32.82,1,0.5,0.66
U1923,Influencer_236,1,0,0,0,0,0.00,Campaign_12,YouTube,1728436,Mega,7.80,4760.47,51.00,0.68,3237.12,1869182,126290,15.19,2,Low,0.45,50,57.35,1,-0.04,0.52
U1923,Influencer_236,2,0,0,0,0,0.00,Campaign_12,YouTube,1728436,Mega,7.80,4760.47,51.00,0.68,3237.12,1869182,126290,15.19,2,Low,0.45,50,57.35,1,-0.04,0.52
U1923,Influencer_236,3,1,1,0,0,0.00,Campaign_12,YouTube,1728436,Mega,7.80,4760.47,51.00,0.68,3237.12,1869182,126290,15.19,2,Low,0.45,50,57.35,1,-0.04,0.52
U1924,Influencer_238,1,1,1,0,0,0.00,Campaign_17,TikTok,389274,Macro,2.07,4340.99,112.00,1.48,6424.67,424054,19431,7.02,4,High,0.81,60,23.17,1,0.18,0.56
U1924,Influencer_238,2,0,0,0,0,0.00,Campaign_17,TikTok,389274,Macro,2.07,4340.99,112.00,1.48,6424.67,424054,19431,7.02,4,High,0.81,60,23.17,1,0.18,0.56
U1924,Influencer_238,3,0,0,0,0,0.00,Campaign_17,TikTok,389274,Macro,5.47,4340.99,89.00,1.48,6424.67,424054,19431,7.02,4,High,0.81,60,23.17,1,0.18,0.56
U1925,Influencer_262,1,1,1,1,1,29.31,Campaign_3,Instagram,133302,Mid-Tier,8.12,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U1925,Influencer_262,2,0,0,0,0,0.00,Campaign_3,Instagram,133302,Mid-Tier,8.12,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U1925,Influencer_262,3,1,0,0,0,0.00,Campaign_3,Instagram,133302,Mid-Tier,5.11,4831.35,39.00,2.79,13479.47,76932,3250,0,4,High,0.47,42,11.93,1,0.95,0.69
U1926,Influencer_215,1,1,0,0,0,0.00,Campaign_4,Instagram,1649445,Mega,9.14,2313.81,86.00,1.41,3262.47,1582934,48513,18.68,2,Low,0.4,29,39.45,1,-0.16,0.56
U1926,Influencer_215,2,0,0,0,0,0.00,Campaign_4,Instagram,1649445,Mega,9.14,2313.81,86.00,1.41,3262.47,1582934,48513,18.68,2,Low,0.4,29,39.45,1,-0.16,0.56
U1926,Influencer_215,3,1,0,0,0,0.00,Campaign_4,Instagram,1649445,Mega,9.14,2313.81,86.00,1.41,3262.47,1582934,48513,28.31,2,Low,0.4,29,39.45,1,-0.16,0.56
U1927,Influencer_3,1,1,1,0,0,0.00,Campaign_16,YouTube,1555431,Mega,3.66,3060.94,179.00,3.43,10499.02,760567,23107,34.94,3,Medium,0.93,32,17.51,1,0.45,0.65
U1927,Influencer_3,2,0,0,0,0,0.00,Campaign_16,YouTube,1555431,Mega,3.66,3060.94,89.00,3.43,10499.02,760567,23107,34.94,3,Medium,0.93,32,17.51,1,0.45,0.65
U1927,Influencer_3,3,0,0,0,0,0.00,Campaign_16,YouTube,1555431,Mega,4.70,3060.94,179.00,3.43,10499.02,760567,23107,34.94,3,Medium,0.93,32,17.51,1,0.45,0.65
U1928,Influencer_289,1,0,0,0,0,0.00,Campaign_20,TikTok,950767,Mega,6.11,371.7,50.00,3.72,1382.72,1425711,129030,9.39,4,High,0.95,46,43.98,1,-0.25,0.58
U1928,Influencer_289,2,1,1,1,1,45.71,Campaign_20,TikTok,950767,Mega,6.11,371.7,50.00,3.72,1382.72,1425711,129030,9.39,4,High,0.95,46,43.98,1,-0.25,0.58
U1928,Influencer_289,3,1,1,0,0,0.00,Campaign_20,TikTok,950767,Mega,6.11,371.7,50.00,3.72,1382.72,1425711,129030,9.39,4,High,0.95,46,43.98,1,-0.25,0.58
U1929,Influencer_33,1,0,0,0,0,0.00,Campaign_4,TikTok,1521210,Mega,8.25,2589.14,89.00,2.34,6058.59,1859180,110941,19.58,3,Medium,0.74,47,41.61,1,0.65,0.64
U1929,Influencer_33,2,0,0,0,0,0.00,Campaign_4,TikTok,1521210,Mega,8.25,2589.14,27.00,2.34,6058.59,1859180,110941,19.22,3,Medium,0.74,47,41.61,1,0.65,0.64
U1929,Influencer_33,3,1,1,1,1,63.70,Campaign_4,TikTok,1521210,Mega,8.25,2589.14,27.00,2.34,6058.59,1859180,110941,19.58,3,Medium,0.74,47,41.61,1,0.65,0.64
U1930,Influencer_134,1,0,0,0,0,0.00,Campaign_6,TikTok,1437231,Mega,5.74,1429.21,21.00,2.8,4001.79,1032066,67525,26.95,3,Medium,0.55,54,30.01,1,0.94,0.56
U1930,Influencer_134,2,1,1,0,0,0.00,Campaign_6,TikTok,1437231,Mega,5.74,1429.21,89.00,2.8,4001.79,1032066,67525,26.95,3,Medium,0.55,54,30.01,1,0.94,0.56
U1930,Influencer_134,3,1,0,0,0,0.00,Campaign_6,TikTok,1437231,Mega,5.74,1429.21,21.00,2.8,4001.79,1032066,67525,26.95,3,Medium,0.55,54,30.01,1,0.94,0.56
U1931,Influencer_41,1,0,0,0,0,0.00,Campaign_13,YouTube,782202,Mega,6.79,2363.13,37.00,0.89,2103.19,627221,37552,22.50,1,Low,0.84,5,14.45,0,-0.39,0.48
U1931,Influencer_41,2,0,0,0,0,0.00,Campaign_13,YouTube,782202,Mega,6.79,2363.13,37.00,0.89,2103.19,627221,37552,22.50,1,Low,0.84,5,14.45,0,-0.39,0.48
U1931,Influencer_41,3,1,0,0,0,0.00,Campaign_13,YouTube,782202,Mega,6.79,2363.13,37.00,0.89,2103.19,627221,37552,22.50,1,Low,0.84,5,14.45,0,-0.39,0.48
U1932,Influencer_257,1,0,0,0,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1932,Influencer_257,2,0,0,0,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1932,Influencer_257,3,0,0,0,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1933,Influencer_223,1,0,0,0,0,0.00,Campaign_10,Instagram,799683,Mega,3.12,2349.66,61.00,3.44,8082.83,169116,5541,0,4,High,0.78,25,47.19,1,0.13,0.54
U1933,Influencer_223,2,1,0,0,0,0.00,Campaign_10,Instagram,799683,Mega,3.12,2349.66,61.00,3.44,8082.83,169116,5541,0,4,High,0.78,25,47.19,1,0.13,0.54
U1933,Influencer_223,3,0,0,0,0,0.00,Campaign_10,Instagram,799683,Mega,3.12,2349.66,61.00,3.44,8082.83,169116,5541,0,4,High,0.78,25,47.19,1,0.13,0.54
U1934,Influencer_274,1,0,0,0,0,0.00,Campaign_19,TikTok,396050,Macro,5.47,4782.72,162.00,2.13,10187.19,232539,3048,5.21,4,High,0.82,11,25.28,1,-0.08,0.61
U1934,Influencer_274,2,0,0,0,0,0.00,Campaign_19,TikTok,396050,Macro,5.47,4782.72,162.00,2.13,10187.19,232539,3048,5.21,4,High,0.82,11,25.28,1,-0.08,0.61
U1934,Influencer_274,3,0,0,0,0,0.00,Campaign_19,TikTok,396050,Macro,2.73,4782.72,162.00,2.13,10187.19,232539,3048,5.21,4,High,0.82,11,25.28,1,-0.08,0.61
U1935,Influencer_204,1,1,0,0,0,0.00,Campaign_13,TikTok,497966,Macro,5.42,3744.43,11.00,3,11233.29,268191,15509,19.22,2,Low,0.91,4,15.59,1,-0.4,0.44
U1935,Influencer_204,2,1,1,1,1,49.39,Campaign_13,TikTok,497966,Macro,5.42,3744.43,11.00,3,11233.29,268191,15509,24.57,2,Low,0.91,4,15.59,1,-0.4,0.44
U1935,Influencer_204,3,1,1,0,0,0.00,Campaign_13,TikTok,497966,Macro,5.42,3744.43,11.00,3,11233.29,268191,15509,19.22,2,Low,0.91,4,15.59,1,-0.4,0.44
U1936,Influencer_8,1,0,0,0,0,0.00,Campaign_19,YouTube,1114130,Mega,4.34,3705.37,121.00,0.89,3297.78,1794852,156662,13.62,3,Medium,0.96,56,35.66,1,0.21,0.63
U1936,Influencer_8,2,1,1,1,0,0.00,Campaign_19,YouTube,1114130,Mega,4.34,3705.37,121.00,0.89,3297.78,1794852,156662,13.62,3,Medium,0.96,56,35.66,1,0.21,0.63
U1936,Influencer_8,3,1,1,1,0,0.00,Campaign_19,YouTube,1114130,Mega,4.34,3705.37,121.00,0.89,3297.78,1794852,156662,13.62,3,Medium,0.96,56,35.66,1,0.21,0.63
U1937,Influencer_13,1,0,0,0,0,0.00,Campaign_16,Instagram,1014375,Mega,3.37,1915.68,73.00,1.53,2930.99,953127,77764,38.62,2,Low,0.85,13,37.29,1,-0.33,0.42
U1937,Influencer_13,2,0,0,0,0,0.00,Campaign_16,Instagram,1014375,Mega,3.37,1915.68,73.00,1.53,2930.99,953127,77764,38.62,2,Low,0.85,13,37.29,1,-0.33,0.42
U1937,Influencer_13,3,0,0,0,0,0.00,Campaign_16,Instagram,1014375,Mega,3.37,1915.68,73.00,1.53,2930.99,953127,77764,38.62,2,Low,0.85,13,37.29,1,-0.33,0.42
U1938,Influencer_257,1,0,0,0,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1938,Influencer_257,2,1,1,1,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1938,Influencer_257,3,0,0,0,0,0.00,Campaign_17,Instagram,448714,Macro,8.07,4962.19,1.00,0.85,4217.86,661595,41028,9.62,4,High,0.94,30,54.73,1,0.45,0.65
U1939,Influencer_219,1,0,0,0,0,0.00,Campaign_17,Instagram,1135419,Mega,3.52,2780.22,59.00,2.63,7311.98,534325,43473,14.14,4,High,0.68,27,25.59,1,0.47,0.55
U1939,Influencer_219,2,1,0,0,0,0.00,Campaign_17,Instagram,1135419,Mega,3.52,2780.22,59.00,2.63,7311.98,534325,43473,14.14,4,High,0.68,27,25.59,1,0.47,0.55
U1939,Influencer_219,3,1,1,1,0,0.00,Campaign_17,Instagram,1135419,Mega,3.52,2780.22,59.00,2.63,7311.98,534325,43473,18.68,4,High,0.68,27,25.59,1,0.47,0.55
U1940,Influencer_225,1,1,0,0,0,0.00,Campaign_5,YouTube,1953885,Mega,3.42,4931.76,167.00,1.03,5079.71,1378054,117130,22.90,4,High,0.78,11,34.21,0,0.86,0.69
U1940,Influencer_225,2,1,1,1,1,23.61,Campaign_5,YouTube,1953885,Mega,3.42,4931.76,167.00,1.03,5079.71,1378054,117130,22.90,4,High,0.78,11,34.21,0,0.86,0.69
U1940,Influencer_225,3,1,1,0,0,0.00,Campaign_5,YouTube,1953885,Mega,3.42,4931.76,167.00,1.03,5079.71,1378054,117130,22.90,4,High,0.78,11,34.21,0,0.86,0.69
U1941,Influencer_190,1,1,1,0,0,0.00,Campaign_8,TikTok,1068160,Mega,9.94,3183.7,98.00,0.24,764.09,391652,34488,18.52,1,Low,0.93,18,32.53,0,0.88,0.77
U1941,Influencer_190,2,1,0,0,0,0.00,Campaign_8,TikTok,1068160,Mega,9.94,3183.7,98.00,0.24,764.09,391652,34488,18.52,1,Low,0.93,18,32.53,0,0.88,0.77
U1941,Influencer_190,3,0,0,0,0,0.00,Campaign_8,TikTok,1068160,Mega,9.94,3183.7,98.00,0.24,764.09,391652,34488,18.52,1,Low,0.93,18,32.53,0,0.88,0.77
U1942,Influencer_36,1,1,0,0,0,0.00,Campaign_11,TikTok,204729,Macro,5.02,456.19,85.00,2.99,1364.01,258874,18947,19.22,4,High,0.89,59,39.43,1,0.89,0.7
U1942,Influencer_36,2,1,0,0,0,0.00,Campaign_11,TikTok,204729,Macro,5.02,456.19,85.00,2.99,1364.01,258874,18947,6.19,4,High,0.89,59,39.43,1,0.89,0.7
U1942,Influencer_36,3,0,0,0,0,0.00,Campaign_11,TikTok,204729,Macro,5.02,456.19,85.00,2.99,1364.01,258874,18947,6.19,4,High,0.89,59,39.43,1,0.89,0.7
U1943,Influencer_126,1,0,0,0,0,0.00,Campaign_13,TikTok,82996,Mid-Tier,1.29,4921.59,4.00,1.56,7677.68,68547,6813,24.16,3,Medium,0.94,9,36.48,1,0,0.39
U1943,Influencer_126,2,0,0,0,0,0.00,Campaign_13,TikTok,82996,Mid-Tier,1.29,4921.59,4.00,1.56,7677.68,68547,6813,19.22,3,Medium,0.94,9,36.48,1,0,0.39
U1943,Influencer_126,3,1,1,0,0,0.00,Campaign_13,TikTok,82996,Mid-Tier,1.29,4921.59,4.00,1.56,7677.68,68547,6813,24.16,3,Medium,0.94,9,36.48,1,0,0.39
U1944,Influencer_28,1,0,0,0,0,0.00,Campaign_18,YouTube,526364,Mega,8.35,2375.36,62.00,1.97,4679.46,1008253,67046,20.94,3,Medium,0.71,13,44.67,1,-0.48,0.56
U1944,Influencer_28,2,0,0,0,0,0.00,Campaign_18,YouTube,526364,Mega,4.70,2375.36,62.00,1.97,4679.46,1008253,67046,19.2,3,Medium,0.71,13,44.67,1,-0.48,0.56
U1944,Influencer_28,3,0,0,0,0,0.00,Campaign_18,YouTube,526364,Mega,8.35,2375.36,89.00,1.97,4679.46,1008253,67046,20.94,3,Medium,0.71,13,44.67,1,-0.48,0.56
U1945,Influencer_181,1,1,1,0,0,0.00,Campaign_14,YouTube,442149,Macro,5.58,4431.11,89.00,3.75,16616.66,118672,8278,18.59,4,High,0.74,48,64.82,1,0.25,0.58
U1945,Influencer_181,2,0,0,0,0,0.00,Campaign_14,YouTube,442149,Macro,5.58,4431.11,54.00,3.75,16616.66,118672,8278,18.59,4,High,0.74,48,64.82,1,0.25,0.58
U1945,Influencer_181,3,0,0,0,0,0.00,Campaign_14,YouTube,442149,Macro,5.58,4431.11,89.00,3.75,16616.66,118672,8278,18.59,4,High,0.74,48,64.82,1,0.25,0.58
U1946,Influencer_228,1,1,0,0,0,0.00,Campaign_13,TikTok,1142169,Mega,3.00,2637.46,84.00,3.07,8097,268101,23074,23.24,4,High,0.72,10,60.04,1,0.61,0.56
U1946,Influencer_228,2,0,0,0,0,0.00,Campaign_13,TikTok,1142169,Mega,3.00,2637.46,89.00,3.07,8097,268101,23074,19.22,4,High,0.72,10,60.04,1,0.61,0.56
U1946,Influencer_228,3,1,0,0,0,0.00,Campaign_13,TikTok,1142169,Mega,3.00,2637.46,84.00,3.07,8097,268101,23074,23.24,4,High,0.72,10,60.04,1,0.61,0.56
U1947,Influencer_100,1,0,0,0,0,0.00,Campaign_14,YouTube,1769686,Mega,3.58,4410.75,20.00,1.84,8115.78,2783439,174048,23.91,4,High,0.43,5,39.05,1,-0.18,0.39
U1947,Influencer_100,2,0,0,0,0,0.00,Campaign_14,YouTube,1769686,Mega,3.58,4410.75,20.00,1.84,8115.78,2783439,174048,23.91,4,High,0.43,5,39.05,1,-0.18,0.39
U1947,Influencer_100,3,0,0,0,0,0.00,Campaign_14,YouTube,1769686,Mega,3.58,4410.75,20.00,1.84,8115.78,2783439,174048,23.91,4,High,0.43,5,39.05,1,-0.18,0.39
U1948,Influencer_17,1,0,0,0,0,0.00,Campaign_20,TikTok,668072,Mega,1.86,2497.94,85.00,3.04,7593.74,1178781,95245,7.95,3,Medium,0.78,15,48.32,1,-0.1,0.47
U1948,Influencer_17,2,0,0,0,0,0.00,Campaign_20,TikTok,668072,Mega,1.86,2497.94,85.00,3.04,7593.74,1178781,95245,7.95,3,Medium,0.78,15,48.32,1,-0.1,0.47
U1948,Influencer_17,3,1,1,0,0,0.00,Campaign_20,TikTok,668072,Mega,1.86,2497.94,85.00,3.04,7593.74,1178781,95245,7.95,3,Medium,0.78,15,48.32,1,-0.1,0.47
U1949,Influencer_94,1,0,0,0,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,151.00,1.46,3118.31,426581,7605,15.8,4,High,0.62,33,46.13,1,0.78,0.58
U1949,Influencer_94,2,1,1,0,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,151.00,1.46,3118.31,426581,7605,20.94,4,High,0.62,33,46.13,1,0.78,0.58
U1949,Influencer_94,3,1,1,1,0,0.00,Campaign_19,YouTube,525973,Mega,0.67,2135.83,151.00,1.46,3118.31,426581,7605,15.8,4,High,0.62,33,46.13,1,0.78,0.58
U1950,Influencer_73,1,1,1,0,0,0.00,Campaign_4,Instagram,265360,Macro,3.61,1473.26,24.00,0.48,707.16,471466,40175,10.14,5,High,0.44,10,62.16,1,-0.18,0.44
U1950,Influencer_73,2,1,1,0,0,0.00,Campaign_4,Instagram,265360,Macro,3.61,1473.26,24.00,0.48,707.16,471466,40175,10.14,5,High,0.44,10,62.16,1,-0.18,0.44
U1950,Influencer_73,3,1,1,1,1,69.39,Campaign_4,Instagram,265360,Macro,3.61,1473.26,89.00,0.48,707.16,471466,40175,10.14,5,High,0.44,10,62.16,1,-0.18,0.44
U1951,Influencer_199,1,1,1,1,0,0.00,Campaign_14,TikTok,1573449,Mega,5.47,2174.09,190.00,3.05,6630.97,2503251,114598,4.89,4,High,0.63,11,54.43,1,0.35,0.67
U1951,Influencer_199,2,0,0,0,0,0.00,Campaign_14,TikTok,1573449,Mega,3.66,2174.09,190.00,3.05,6630.97,2503251,114598,4.89,4,High,0.63,11,54.43,1,0.35,0.67
U1951,Influencer_199,3,1,1,1,0,0.00,Campaign_14,TikTok,1573449,Mega,3.66,2174.09,190.00,3.05,6630.97,2503251,114598,4.89,4,High,0.63,11,54.43,1,0.35,0.67
U1952,Influencer_6,1,1,1,1,0,0.00,Campaign_19,TikTok,881275,Mega,6.75,3092.77,65.00,2.89,8938.11,1515089,26082,24.51,4,High,0.54,60,21.89,1,0.52,0.61
U1952,Influencer_6,2,0,0,0,0,0.00,Campaign_19,TikTok,881275,Mega,6.75,3092.77,65.00,2.89,8938.11,1515089,26082,24.51,4,High,0.54,60,21.89,1,0.52,0.61
U1952,Influencer_6,3,1,1,0,0,0.00,Campaign_19,TikTok,881275,Mega,6.75,3092.77,65.00,2.89,8938.11,1515089,26082,24.51,4,High,0.54,60,21.89,1,0.52,0.61
U1953,Influencer_153,1,1,1,0,0,0.00,Campaign_1,YouTube,157605,Mid-Tier,4.58,978.96,10.00,3.94,3857.1,263257,6427,8.73,5,High,0.97,11,56.12,1,0.78,0.63
U1953,Influencer_153,2,0,0,0,0,0.00,Campaign_1,YouTube,157605,Mid-Tier,4.58,978.96,89.00,3.94,3857.1,263257,6427,8.73,5,High,0.97,11,56.12,1,0.78,0.63
U1953,Influencer_153,3,0,0,0,0,0.00,Campaign_1,YouTube,157605,Mid-Tier,4.58,978.96,10.00,3.94,3857.1,263257,6427,20.94,5,High,0.97,11,56.12,1,0.78,0.63
U1954,Influencer_23,1,0,0,0,0,0.00,Campaign_9,YouTube,586018,Mega,5.44,3974.62,54.00,2.02,8028.73,283778,26031,1.87,3,Medium,0.6,17,40.57,1,0.61,0.59
U1954,Influencer_23,2,0,0,0,0,0.00,Campaign_9,YouTube,586018,Mega,5.44,3974.62,54.00,2.02,8028.73,283778,26031,1.87,3,Medium,0.6,17,40.57,1,0.61,0.59
U1954,Influencer_23,3,0,0,0,0,0.00,Campaign_9,YouTube,586018,Mega,5.44,3974.62,54.00,2.02,8028.73,283778,26031,1.87,3,Medium,0.6,17,40.57,1,0.61,0.59
U1955,Influencer_234,1,0,0,0,0,0.00,Campaign_15,TikTok,1858709,Mega,7.58,3002.86,149.00,1.81,5435.18,1385392,51841,19.22,3,Medium,0.86,24,14.12,1,0.91,0.79
U1955,Influencer_234,2,0,0,0,0,0.00,Campaign_15,TikTok,1858709,Mega,7.58,3002.86,149.00,1.81,5435.18,1385392,51841,20.06,3,Medium,0.86,24,14.12,1,0.91,0.79
U1955,Influencer_234,3,1,1,0,0,0.00,Campaign_15,TikTok,1858709,Mega,7.58,3002.86,89.00,1.81,5435.18,1385392,51841,19.22,3,Medium,0.86,24,14.12,1,0.91,0.79
U1956,Influencer_299,1,0,0,0,0,0.00,Campaign_1,YouTube,79776,Mid-Tier,8.86,2096.1,117.00,2.64,5533.7,92682,3148,20.94,1,Low,0.45,27,52.78,1,0.92,0.72
U1956,Influencer_299,2,1,1,1,0,0.00,Campaign_1,YouTube,79776,Mid-Tier,8.86,2096.1,117.00,2.64,5533.7,92682,3148,0,1,Low,0.45,27,52.78,1,0.92,0.72
U1956,Influencer_299,3,1,1,0,0,0.00,Campaign_1,YouTube,79776,Mid-Tier,8.86,2096.1,117.00,2.64,5533.7,92682,3148,0,1,Low,0.45,27,52.78,1,0.92,0.72
U1957,Influencer_227,1,0,0,0,0,0.00,Campaign_3,TikTok,573149,Mega,5.47,3069.69,89.00,2.7,8288.16,533558,18193,11.83,3,Medium,0.66,44,14.81,1,0.08,0.6
